1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,3,3,3,3,3,3,3,3,3,6,2,6,6,6,1,
1,1,3,3,3,3,0,0,0,0,0,0,2,0,0,0,1,
1,1,2,2,2,2,1,1,1,1,2,2,1,0,0,0,1,
1,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,1,
1,2,2,3,3,3,0,0,0,0,0,0,1,0,0,0,1,
1,2,2,0,0,0,0,0,1,1,5,0,1,0,0,0,1,
1,2,2,0,8,0,0,0,2,3,3,0,2,0,6,0,1,
1,4,2,0,0,0,0,0,2,3,3,0,2,0,6,0,1,
1,2,2,0,0,0,0,0,1,1,5,0,1,0,0,0,1,
1,2,2,0,7,0,0,0,0,0,0,0,1,0,0,0,1,
1,2,2,3,3,3,0,0,0,0,0,0,1,0,0,0,1,
1,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,1,
1,1,2,2,2,2,1,1,1,1,2,2,1,0,0,0,1,
1,1,3,3,3,3,0,0,0,0,0,0,2,0,0,0,1,
1,1,3,3,3,3,3,3,3,3,3,6,2,6,6,6,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
