1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,
1,6,6,6,6,6,1,1,1,1,1,6,6,6,6,6,1,
1,6,6,6,6,6,1,0,4,0,1,6,6,6,6,6,1,
1,6,6,6,6,6,1,8,0,7,1,6,6,6,6,6,1,
1,6,6,6,6,6,1,0,0,0,1,6,6,6,6,6,1,
1,6,6,6,6,6,1,2,1,2,1,6,6,6,6,6,1,
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
